,Store Number,Ownership Type,Continent,Country,City,State/Province,Longitude,Latitude,Status
310,17299-177127,Licensed,Europe,Belgium,Gent,VLG,3.72,51.04,Active
311,15759-164604,Licensed,Europe,Belgium,Gent,VLG,3.72,51.05,Active
312,20894-198024,Licensed,Europe,Belgium,Leuven,VLG,4.71,50.88,Active
313,17489-177128,Licensed,Europe,Belgium,Schaerbeek,VLG,4.36,50.86,Closed
314,32639-137287,Licensed,Europe,Belgium,Zaventem,VLG,4.49,50.9,Active
315,1338-245953,Licensed,Europe,Belgium,Zaventem,VLG,4.48,50.87,Active
316,6030-137290,Licensed,Europe,Belgium,Zaventem,VLG,4.48,50.9,Active
317,28830-248724,Licensed,Europe,Belgium,Liege,WAL,5.57,50.63,Closed
318,19372-201645,Licensed,Europe,Belgium,Namur,WAL,4.86,50.47,Active
319,1460-137881,Licensed,Europe,Bulgaria,Burgas,2,25.62,42.42,Active
320,1459-137880,Licensed,Europe,Bulgaria,Sofia,23,23.43,42.64,Active
321,22556-222345,Licensed,Europe,Bulgaria,Sofia,23,23.32,42.66,Active
322,1603-141846,Licensed,Europe,Bulgaria,Sofia,23,23.32,42.7,Active
323,1370-137876,Licensed,Europe,Bulgaria,Sofia,23,23.32,42.69,Active
324,47088-256773,Licensed,Asia,Bahrain,Bahrain,13,50.52,26.21,Active
325,21603-213405,Licensed,Asia,Bahrain,Manama,13,50.59,26.23,Active
326,17255-179926,Licensed,Asia,Bahrain,Manama,13,50.6,26.2,Active
327,17189-179925,Licensed,Asia,Bahrain,Manama,13,50.58,26.22,Active
328,15439-161444,Licensed,Asia,Bahrain,Manama,13,50.57,26.21,Active
329,47377-258065,Licensed,Asia,Bahrain,Manama,13,50.55,26.22,Active
330,26955-246149,Licensed,Asia,Bahrain,Manama,13,50.59,26.23,Active
331,21148-209545,Licensed,Asia,Bahrain,Manama,13,50.6,26.22,Active
332,34324-95973,Licensed,Asia,Bahrain,البحرين,13,50.61,26.21,Active
333,34234-33223,Licensed,Asia,Bahrain,البحرين,13,50.54,26.23,Active
334,34286-79020,Licensed,Asia,Bahrain,الزينج,13,50.58,26.21,Active
335,1349-112145,Licensed,Asia,Bahrain,المنامة,13,50.59,26.24,Active
336,32717-122090,Licensed,Asia,Bahrain,المنامة,13,50.55,26.23,Active
337,34218-27369,Licensed,Asia,Bahrain,المنامة,13,50.54,26.23,Active
338,34345-98401,Licensed,Asia,Bahrain,المنامة,13,50.58,26.24,Active
339,32716-134986,Licensed,Asia,Bahrain,المنامة,13,50.55,26.23,Active
340,18359-188905,Licensed,Asia,Bahrain,Al Riffa,14,50.58,26.22,Active
341,34302-86720,Licensed,Asia,Bahrain,سند,14,50.58,26.14,Active
342,23604-225764,Licensed,Asia,Bahrain,Manama,15,50.57,26.23,Active
343,1582-122086,Licensed,Asia,Bahrain,Muharraq,15,50.61,26.25,Active
344,3639-145205,Licensed,Asia,Bahrain,المنامة,15,50.63,26.27,Closed
345,26078-242484,Licensed,Asia,Brunei Darussalam,Brunei,BE,114.4,4.3,Active
346,22537-220404,Licensed,Asia,Brunei Darussalam,Bandar Seri Begawan,BM,114.94,4.91,Closed
347,22537-221644,Licensed,Asia,Brunei Darussalam,Bandar Seri Begawan,BM,114.94,4.91,Closed
348,24922-223884,Licensed,Asia,Brunei Darussalam,Brunei Muara District,BM,115.0,5.0,Closed
349,25025-239325,Licensed,Asia,Brunei Darussalam,Mukim Kilanas,TU,114.73,4.77,Closed
350,24171-224044,Licensed,South America,"Bolivia, Plurinational State of",Santa Cruz,S,-63.19,-17.75,Closed
351,27289-247144,Licensed,South America,"Bolivia, Plurinational State of",Santa Cruz,S,-63.18,-17.8,Closed
352,26388-239190,Licensed,South America,"Bolivia, Plurinational State of",Santa Cruz,S,-63.18,-17.75,Closed
353,24172-224045,Licensed,South America,"Bolivia, Plurinational State of",Santa Cruz,S,-63.2,-17.75,Closed
354,16178-168205,Company Owned,South America,Brazil,Niteroi,RJ,-43.11,-22.9,Closed
355,15158-240092,Company Owned,South America,Brazil,Niteroi,RJ,-43.12,-22.9,Closed
356,24246-236684,Company Owned,South America,Brazil,Niteroi,RJ,-43.12,-22.9,Closed
357,16680-172329,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.23,-22.98,Closed
358,25120-238328,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.25,-22.81,Closed
359,24957-239367,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.9,Closed
360,17029-178774,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.2,-22.98,Closed
361,26236-238690,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.22,-22.98,Closed
362,1616-129745,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.96,Closed
363,15077-144229,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.95,Closed
364,17622-182367,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.24,-22.92,Closed
365,27154-153758,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.36,-23.0,Closed
366,17032-178778,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.28,-22.89,Closed
367,21347-211845,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.27,-22.88,Closed
368,16262-168204,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.9,Closed
369,17575-183485,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.91,Closed
370,23181-228184,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.9,Closed
371,16511-172333,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.18,-22.94,Closed
372,16512-172326,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.36,-22.98,Closed
373,1597-144232,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.32,-23.0,Closed
374,19039-198109,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.19,-22.98,Closed
375,15072-205624,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.22,-22.98,Closed
376,21722-214113,Company Owned,South America,Brazil,Rio de Janeiro,RJ,-43.36,-23.0,Closed
377,20361-204804,Company Owned,South America,Brazil,Atrium Térreo,SP,-46.63,-23.62,Closed
378,1620-137556,Company Owned,South America,Brazil,Barueri,SP,-46.83,-23.5,Closed
379,23537-230924,Company Owned,South America,Brazil,Bauru,SP,-49.05,-22.34,Closed
380,15073-141445,Company Owned,South America,Brazil,Campinas,SP,-47.06,-22.85,Closed
381,22630-222405,Company Owned,South America,Brazil,Campinas,SP,-47.08,-22.93,Closed
382,22049-217325,Company Owned,South America,Brazil,Campinas,SP,-47.14,-23.01,Closed
383,22050-217324,Company Owned,South America,Brazil,Campinas,SP,-47.15,-23.01,Closed
384,15075-132765,Company Owned,South America,Brazil,Campinas,SP,-47.05,-22.9,Closed
385,15088-132764,Company Owned,South America,Brazil,Campinas,SP,-47.03,-22.89,Closed
386,16820-172334,Company Owned,South America,Brazil,Campinas,SP,-47.02,-22.86,Closed
387,21346-210669,Company Owned,South America,Brazil,Guarulhos,SP,-46.49,-23.43,Closed
388,21404-212164,Company Owned,South America,Brazil,Guarulhos,SP,-46.49,-23.43,Closed
389,22074-252023,Company Owned,South America,Brazil,Guarulhos,SP,-46.48,-23.43,Closed
390,21240-209666,Company Owned,South America,Brazil,Guarulhos,SP,-46.55,-23.49,Closed
391,23069-227505,Company Owned,South America,Brazil,Guarulhos,SP,-46.54,-23.44,Closed
392,21349-210668,Company Owned,South America,Brazil,Guarulhos,SP,-46.48,-23.43,Closed
393,22886-225568,Company Owned,South America,Brazil,Piracicaba,SP,-47.65,-22.7,Closed
394,20462-205664,Company Owned,South America,Brazil,Ribeirao Preto,SP,-47.87,-21.18,Closed
395,21496-211625,Company Owned,South America,Brazil,Ribeirao Preto,SP,-47.82,-21.21,Closed
396,19113-196825,Company Owned,South America,Brazil,Ribeirao Preto,SP,-47.81,-21.21,Closed
397,16179-165745,Company Owned,South America,Brazil,Santo Andre,SP,-46.53,-23.67,Closed
398,23697-232164,Company Owned,South America,Brazil,Santos,SP,-46.31,-23.98,Closed
399,18892-196485,Company Owned,South America,Brazil,Sao Bernardo do Campo,SP,-46.54,-23.73,Closed
400,21501-211525,Company Owned,South America,Brazil,Sao Bernardo do Campo,SP,-46.55,-23.69,Closed
401,16270-153754,Company Owned,South America,Brazil,Sao Caetano,SP,-46.58,-23.63,Closed
402,19116-198104,Company Owned,South America,Brazil,Sao Jose do Campos,SP,-45.89,-23.19,Closed
403,19036-198105,Company Owned,South America,Brazil,Sao Jose do Campos,SP,-45.88,-23.2,Closed
404,19154-196844,Company Owned,South America,Brazil,Sao Jose do Rio Preto,SP,-49.4,-20.84,Closed
405,22625-221985,Company Owned,South America,Brazil,Sao Jose do Rio Preto,SP,-49.39,-20.84,Closed
406,22787-224488,Company Owned,South America,Brazil,Sao Jose dos Campos,SP,-45.89,-23.22,Closed
407,24812-236264,Company Owned,South America,Brazil,Sao Paulo,SP,-46.64,-23.57,Closed
408,24953-238607,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.63,Closed
409,15083-119364,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.56,Closed
410,25258-218466,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.56,Closed
411,16828-174131,Company Owned,South America,Brazil,Sao Paulo,SP,-46.67,-23.61,Closed
412,26526-244252,Company Owned,South America,Brazil,Sao Paulo,SP,-46.64,-23.6,Closed
413,13018-155344,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.56,Closed
414,17030-178614,Company Owned,South America,Brazil,Sao Paulo,SP,-46.58,-23.54,Closed
415,17076-174965,Company Owned,South America,Brazil,Sao Paulo,SP,-46.6,-23.48,Closed
416,22747-223964,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.56,Closed
417,16732-171265,Company Owned,South America,Brazil,Sao Paulo,SP,-46.69,-23.6,Closed
418,15076-137360,Company Owned,South America,Brazil,Sao Paulo,SP,-46.62,-23.52,Closed
419,23535-230929,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.57,Closed
420,15087-119368,Company Owned,South America,Brazil,Sao Paulo,SP,-46.68,-23.53,Closed
421,15071-139724,Company Owned,South America,Brazil,Sao Paulo,SP,-46.72,-23.55,Closed
422,17760-185965,Company Owned,South America,Brazil,Sao Paulo,SP,-46.71,-23.51,Closed
423,18850-196006,Company Owned,South America,Brazil,Sao Paulo,SP,-46.58,-23.54,Closed
424,20182-203439,Company Owned,South America,Brazil,Sao Paulo,SP,-46.64,-23.57,Closed
425,21972-216324,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.55,Closed
426,18328-189824,Company Owned,South America,Brazil,Sao Paulo,SP,-46.89,-23.2,Closed
427,15089-138507,Company Owned,South America,Brazil,Sao Paulo,SP,-46.64,-23.57,Closed
428,24299-237048,Company Owned,South America,Brazil,Sao Paulo,SP,-46.47,-23.54,Closed
429,15290-159665,Company Owned,South America,Brazil,Sao Paulo,SP,-46.61,-23.55,Closed
430,16693-174504,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.56,Closed
431,15080-108726,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.54,Closed
432,15090-129744,Company Owned,South America,Brazil,Sao Paulo,SP,-46.68,-23.58,Closed
433,25212-239906,Company Owned,South America,Brazil,Sao Paulo,SP,-46.7,-23.61,Closed
434,22198-218465,Company Owned,South America,Brazil,Sao Paulo,SP,-46.72,-23.51,Closed
435,15074-141446,Company Owned,South America,Brazil,Sao Paulo,SP,-46.56,-23.56,Closed
436,15070-138325,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.6,Closed
437,18152-188284,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.57,Closed
438,15084-119365,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.57,Closed
439,18059-187909,Company Owned,South America,Brazil,Sao Paulo,SP,-46.7,-23.62,Closed
440,15068-127148,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.57,Closed
441,25013-239489,Company Owned,South America,Brazil,Sao Paulo,SP,-46.64,-23.55,Closed
442,15085-119387,Company Owned,South America,Brazil,Sao Paulo,SP,-46.67,-23.61,Closed
443,23771-231944,Company Owned,South America,Brazil,Sao Paulo,SP,-46.7,-23.68,Closed
444,15078-106618,Company Owned,South America,Brazil,Sao Paulo,SP,-46.7,-23.62,Closed
445,21604-212986,Company Owned,South America,Brazil,Sao Paulo,SP,-46.65,-23.55,Closed
446,17190-179664,Company Owned,South America,Brazil,Sao Paulo,SP,-46.7,-23.62,Closed
447,19143-199070,Company Owned,South America,Brazil,Sao Paulo,SP,-46.69,-23.59,Closed
448,15069-134020,Company Owned,South America,Brazil,Sao Paulo,SP,-46.72,-23.59,Closed
449,17660-184304,Company Owned,South America,Brazil,Sao Paulo,SP,-46.66,-23.56,Closed
450,20467-188924,Company Owned,South America,Brazil,Sao Paulo,SP,-46.69,-23.59,Closed
451,17023-178613,Company Owned,South America,Brazil,Sao Paulo,SP,-46.59,-23.58,Closed
452,16703-159666,Company Owned,South America,Brazil,Sao Paulo,SP,-46.68,-23.6,Closed
453,15079-107036,Company Owned,South America,Brazil,Sao Paulo,SP,-46.7,-23.62,Closed
454,18060-187907,Company Owned,South America,Brazil,Sao Paulo,SP,-46.68,-23.58,Closed
455,20363-203440,Company Owned,South America,Brazil,Sorocaba,SP,-47.46,-23.53,Closed
456,20487-206084,Licensed,North America,Bahamas,Nassau,BI,-77.45,25.03,Active
457,19786-203064,Licensed,North America,Bahamas,Nassau,NS,-77.47,25.07,Closed
458,32202-107597,Licensed,North America,Bahamas,Nassau,NS,-77.33,25.09,Active
459,31197-102257,Licensed,North America,Bahamas,Nassau,NS,-77.33,25.07,Active
460,30707-155784,Licensed,North America,Bahamas,Nassau,NS,-77.34,25.08,Active
461,32120-148724,Licensed,North America,Bahamas,Nassau,NS,-77.39,25.07,Active
462,13053-153764,Licensed,North America,Bahamas,Nassau,NS,-77.46,25.06,Active
463,18101-187804,Licensed,North America,Bahamas,Nassau,NS,-77.32,25.09,Active
464,30656-99475,Licensed,North America,Bahamas,Nassau,NS,-77.32,25.08,Active
465,31288-104391,Licensed,North America,Bahamas,Nassau,NS,-77.32,25.07,Active
466,19451-192064,Company Owned,North America,Canada,Airdrie,AB,-113.99,51.27,Closed
467,4808-103498,Company Owned,North America,Canada,Airdrie,AB,-114.0,51.27,Closed
468,4937-124045,Company Owned,North America,Canada,Airdrie,AB,-114.01,51.29,Closed
469,74745-97386,Licensed,North America,Canada,Airdrie,AB,-114.01,51.3,Closed
470,4997-137066,Company Owned,North America,Canada,Airdrie,AB,-114.01,51.3,Closed
471,49107-265792,Licensed,North America,Canada,Airdrie,AB,-113.99,51.27,Closed
472,4457-85801,Company Owned,North America,Canada,Banff,AB,-115.57,51.18,Closed
473,79618-113148,Licensed,North America,Canada,Banff,AB,-115.57,51.18,Closed
474,5013-146204,Licensed,North America,Canada,Banff,AB,-115.56,51.15,Closed
475,16143-152236,Company Owned,North America,Canada,Beaumont,AB,-113.42,53.36,Active
476,74983-102402,Licensed,North America,Canada,Brooks,AB,-111.9,50.57,Active
477,18193-180784,Company Owned,North America,Canada,Calgary,AB,-114.06,51.05,Closed
478,4773-103661,Company Owned,North America,Canada,Calgary,AB,-114.07,51.04,Closed
480,75131-65123,Licensed,North America,Canada,Calgary,AB,-114.07,51.05,Closed
481,17369-170484,Company Owned,North America,Canada,Calgary,AB,-114.08,51.05,Closed
482,4971-131631,Company Owned,North America,Canada,Calgary,AB,-114.04,51.04,Closed
483,79606-106108,Licensed,North America,Canada,Calgary,AB,-114.12,51.09,Closed
484,47125-238038,Licensed,North America,Canada,Calgary,AB,-114.01,51.13,Closed
485,70335-136373,Licensed,North America,Canada,Calgary,AB,-114.07,50.97,Closed
486,4908-116204,Company Owned,North America,Canada,Calgary,AB,-114.07,51.12,Closed
487,74996-104506,Licensed,North America,Canada,Calgary,AB,-114.07,51.1,Active
488,4308-1512,Company Owned,North America,Canada,Calgary,AB,-114.0,50.95,Active
489,4381-16457,Company Owned,North America,Canada,Calgary,AB,-114.13,51.09,Active
491,4549-94631,Company Owned,North America,Canada,Calgary,AB,-114.25,51.12,Active
492,74678-97415,Licensed,North America,Canada,Calgary,AB,-114.07,50.91,Closed
493,22864-223124,Company Owned,North America,Canada,Calgary,AB,-114.07,51.05,Closed
494,4751-104207,Company Owned,North America,Canada,Calgary,AB,-114.16,51.16,Active
496,16668-165944,Company Owned,North America,Canada,Calgary,AB,-114.03,50.93,Active
497,15406-157545,Licensed,North America,Canada,Calgary,AB,-114.01,51.13,Closed
498,5188-138106,Company Owned,North America,Canada,Calgary,AB,-113.96,50.93,Closed
499,74984-102932,Licensed,North America,Canada,Calgary,AB,-114.08,51.04,Active
500,16359-159646,Licensed,North America,Canada,Calgary,AB,-114.06,51.05,Closed
501,25262-240370,Company Owned,North America,Canada,Calgary,AB,-114.08,51.05,Closed
502,21081-207145,Company Owned,North America,Canada,Calgary,AB,-114.06,51.05,Closed
503,18180-143144,Company Owned,North America,Canada,Calgary,AB,-114.07,50.88,Closed
504,4836-106373,Company Owned,North America,Canada,Calgary,AB,-114.21,51.06,Active
505,4513-93211,Company Owned,North America,Canada,Calgary,AB,-114.07,51.05,Active
506,79713-123485,Licensed,North America,Canada,Calgary,AB,-113.95,51.12,Closed
507,16971-170564,Company Owned,North America,Canada,Calgary,AB,-114.04,50.88,Active
508,47032-252217,Licensed,North America,Canada,Calgary,AB,-114.17,51.04,Active
509,3494-141218,Licensed,North America,Canada,Calgary,AB,-114.01,51.12,Active
510,4325-1513,Company Owned,North America,Canada,Calgary,AB,-114.2,51.13,Active
511,74853-100964,Licensed,North America,Canada,Calgary,AB,-113.98,51.05,Active
512,4411-9638,Company Owned,North America,Canada,Calgary,AB,-114.07,50.96,Active
513,4734-104317,Company Owned,North America,Canada,Calgary,AB,-114.07,51.05,Closed
514,4275-64439,Company Owned,North America,Canada,Calgary,AB,-114.17,51.01,Closed
515,4316-1681,Company Owned,North America,Canada,Calgary,AB,-114.06,51.06,Closed
516,4543-95050,Company Owned,North America,Canada,Calgary,AB,-114.06,51.16,Active
517,4280-1000,Company Owned,North America,Canada,Calgary,AB,-114.08,51.01,Closed
518,4273-876,Company Owned,North America,Canada,Calgary,AB,-114.1,50.97,Active
519,1549-108548,Licensed,North America,Canada,Calgary,AB,-114.06,51.07,Active
520,4567-96456,Company Owned,North America,Canada,Calgary,AB,-114.04,51.05,Active
521,74832-99496,Licensed,North America,Canada,Calgary,AB,-114.1,51.06,Active
522,75779-94250,Licensed,North America,Canada,Calgary,AB,-114.01,51.13,Closed
523,4244-877,Company Owned,North America,Canada,Calgary,AB,-114.14,51.1,Closed
524,4242-875,Company Owned,North America,Canada,Calgary,AB,-114.09,51.05,Closed
525,74471-96065,Licensed,North America,Canada,Calgary,AB,-113.96,50.93,Active
526,79555-106107,Licensed,North America,Canada,Calgary,AB,-114.06,50.95,Active
527,4736-103822,Company Owned,North America,Canada,Calgary,AB,-114.07,51.05,Closed
528,79566-103261,Licensed,North America,Canada,Calgary,AB,-114.01,50.98,Active
529,17310-177744,Company Owned,North America,Canada,Calgary,AB,-114.1,51.03,Active
530,26826-244166,Company Owned,North America,Canada,Calgary,AB,-113.91,51.04,Active
531,4324-1302,Company Owned,North America,Canada,Calgary,AB,-114.07,50.91,Closed
532,4272-1075,Company Owned,North America,Canada,Calgary,AB,-114.07,51.03,Active
533,75596-80782,Licensed,North America,Canada,Calgary,AB,-114.01,51.13,Closed
534,47118-238035,Licensed,North America,Canada,Calgary,AB,-114.01,51.13,Active
535,4876-107838,Company Owned,North America,Canada,Calgary,AB,-114.06,50.9,Active
536,4988-139545,Company Owned,North America,Canada,Calgary,AB,-114.07,50.97,Closed
537,4781-104565,Company Owned,North America,Canada,Calgary,AB,-114.14,51.01,Active
538,4446-79061,Company Owned,North America,Canada,Calgary,AB,-114.08,50.99,Active
539,4930-106303,Company Owned,North America,Canada,Calgary,AB,-113.98,51.08,Active
540,4392-12831,Company Owned,North America,Canada,Calgary,AB,-114.07,51.0,Closed
541,3138-135605,Company Owned,North America,Canada,Calgary,AB,-114.06,50.95,Active
542,4601-97847,Company Owned,North America,Canada,Calgary,AB,-114.04,50.98,Active
543,4413-13201,Company Owned,North America,Canada,Calgary,AB,-114.11,51.02,Active
544,4878-119106,Company Owned,North America,Canada,Calgary,AB,-114.07,51.05,Closed
545,72478-15113,Licensed,North America,Canada,Calgary,AB,-114.01,51.13,Closed
546,4853-107841,Company Owned,North America,Canada,Calgary,AB,-113.95,50.91,Active
547,74854-100260,Licensed,North America,Canada,Calgary,AB,-114.14,51.02,Closed
548,74714-97382,Licensed,North America,Canada,Calgary,AB,-114.16,51.11,Active
549,4917-119105,Company Owned,North America,Canada,Calgary,AB,-114.21,51.04,Active
550,4619-98394,Company Owned,North America,Canada,Calgary,AB,-114.07,50.91,Active
551,4423-63940,Company Owned,North America,Canada,Calgary,AB,-114.09,51.07,Active
552,74746-97383,Licensed,North America,Canada,Calgary,AB,-114.1,50.97,Active
553,4602-94979,Company Owned,North America,Canada,Calgary,AB,-113.97,50.93,Active
554,4504-93340,Company Owned,North America,Canada,Calgary,AB,-114.17,51.02,Closed
